CustomerID,Name,Age,Gender,Email,PurchaseAmount,PurchaseDate,ProductCategory,Rating,month,year
CUST1486,Lina Mahmoud,64,M,lina.mahmoud@yahoo.com,121.63,2024-08-04 00:00:00.000000,Electronics,2,8,2024
CUST1487,Ahmed Hassan,84,F,ahmed.hassan@hotmail.com,685.83,2024-08-31 00:00:00.000000,Clothing,3,8,2024
CUST1488,Ali Ibrahim,64,F,ali.ibrahim@gmail.com,947.34,2023-08-07 00:00:00.000000,Home,5,8,2023
CUST1489,Mark Smith,64,M,mark.smith@yahoo.com,86.56,2023-12-07 00:00:00.000000,Books,4,12,2023
CUST1490,Sara Smith,64,M,sara.smith@gmail.com,968.33,2024-09-16 00:00:00.000000,Home,2,9,2024
CUST1491,Sara Hassan,64,F,sara.hassan@gmail.com,300.1,2023-08-07 00:00:00.000000,Unkwon,2,8,2023
CUST1492,Alaa Hassan,64,M,alaa.hassan@gmail.com,625.04,2023-06-09 00:00:00.000000,Unkwon,10,6,2023
CUST1493,Fatma Ibrahim,66,F,fatma.ibrahim@yahoo.com,709.02,2023-05-14 00:00:00.000000,Unkwon,4,5,2023
CUST1494,Ahmed Hassan,64,F,ahmed.hassan@hotmail.com,778.69,2023-04-08 00:00:00.000000,Unkwon,4,4,2023
CUST1495,Sara Ibrahim,64,M,sara.ibrahim@gmail.com,903.81,2024-03-17 04:28:05.570131,Books,2,3,2024
CUST1496,John Hassan,64,F,john.hassan@hotmail.com,391.26,2025-05-03 00:00:00.000000,Toys,5,5,2025
CUST1497,John Mahmoud,64,M,john.mahmoud@hotmail.com,520.06,2024-05-23 00:00:00.000000,Electronics,5,5,2024
CUST1498,Mark Hassan,64,F,mark.hassan@hotmail.com,324.24,2025-07-05 00:00:00.000000,Toys,3,7,2025
CUST1499,Fatma Gaber,64,F,fatma.gaber@hotmail.com,909.83,2022-10-30 00:00:00.000000,Clothing,4,10,2022
CUST1500,Ahmed Ali,72,F,ahmed.ali@yahoo.com,910.91,2024-11-30 00:00:00.000000,Books,5,11,2024
CUST1501,Ali Ali,65,F,ali.ali@yahoo.com,80.13,2024-03-17 04:28:05.570131,Electronics,5,3,2024
CUST1502,Mark Ali,21,M,mark.ali@hotmail.com,114.9,2025-05-21 00:00:00.000000,Home,5,5,2025
CUST1503,Lina Ibrahim,64,M,lina.ibrahim@yahoo.com,194.24,2023-04-13 00:00:00.000000,Clothing,3,4,2023
CUST1504,Alaa Ibrahim,56,F,alaa.ibrahim@hotmail.com,964.52,2022-11-08 00:00:00.000000,Unkwon,2,11,2022
CUST1505,Fatma Gaber,64,M,fatma.gaber@gmail.com,567.93,2024-04-24 00:00:00.000000,Electronics,3,4,2024
CUST1506,Ali Gaber,36,F,ali.gaber@gmail.com,204.66,2023-07-24 00:00:00.000000,Toys,5,7,2023
CUST1507,Fatma Ali,64,M,fatma.ali@yahoo.com,329.3,2022-12-22 00:00:00.000000,Home,10,12,2022
CUST1508,Alaa Ibrahim,64,F,alaa.ibrahim@gmail.com,596.82,2025-06-06 00:00:00.000000,Unkwon,1,6,2025
CUST1509,Lina Gaber,64,M,lina.gaber@gmail.com,952.9,2022-12-13 00:00:00.000000,Books,3,12,2022
CUST1510,Alaa Smith,64,M,alaa.smith@gmail.com,956.7,2024-05-12 00:00:00.000000,Toys,4,5,2024
CUST1511,John Smith,64,M,john.smith@gmail.com,711.26,2023-11-12 00:00:00.000000,Books,5,11,2023
CUST1512,Sara Gaber,64,M,sara.gaber@hotmail.com,981.65,2023-08-28 00:00:00.000000,Clothing,5,8,2023
CUST1513,Alaa Smith,64,M,alaa.smith@gmail.com,84.61,2023-11-09 00:00:00.000000,Toys,5,11,2023
CUST1514,Mark Ibrahim,64,F,mark.ibrahim@gmail.com,971.83,2025-04-26 00:00:00.000000,Unkwon,2,4,2025
CUST1515,Ahmed Hassan,64,M,ahmed.hassan@yahoo.com,789.24,2025-02-17 00:00:00.000000,Toys,1,2,2025
CUST1516,Mark Hassan,22,M,mark.hassan@gmail.com,95.19,2023-11-04 00:00:00.000000,Books,10,11,2023
CUST1517,Ali Mahmoud,64,F,ali.mahmoud@yahoo.com,148.97,2024-03-03 00:00:00.000000,Books,4,3,2024
CUST1518,Ali Hassan,64,M,ali.hassan@hotmail.com,964.28,2025-03-17 00:00:00.000000,Books,1,3,2025
CUST1519,John Mahmoud,64,M,john.mahmoud@gmail.com,560.86,2025-07-09 00:00:00.000000,Unkwon,5,7,2025
CUST1520,Ahmed Smith,64,M,ahmed.smith@gmail.com,377.46,2024-06-27 00:00:00.000000,Books,3,6,2024
CUST1521,Alaa Smith,88,F,alaa.smith@hotmail.com,778.35,2024-12-31 00:00:00.000000,Unkwon,10,12,2024
CUST1522,John Gaber,64,M,john.gaber@hotmail.com,59.15,2025-05-01 00:00:00.000000,Unkwon,1,5,2025
CUST1523,Ahmed Gaber,64,M,ahmed.gaber@yahoo.com,691.73,2023-10-17 00:00:00.000000,Home,5,10,2023
CUST1524,Alaa Gaber,64,M,alaa.gaber@hotmail.com,509.4188823816496,2023-06-06 00:00:00.000000,Toys,3,6,2023
CUST1525,Ali Ibrahim,64,F,ali.ibrahim@gmail.com,444.22,2025-06-04 00:00:00.000000,Unkwon,10,6,2025
CUST1526,Sara Hassan,64,F,sara.hassan@yahoo.com,935.32,2023-09-16 00:00:00.000000,Books,2,9,2023
CUST1527,Lina Smith,41,M,lina.smith@hotmail.com,254.41,2025-05-22 00:00:00.000000,Books,10,5,2025
CUST1528,John Smith,64,M,john.smith@gmail.com,928.22,2023-04-03 00:00:00.000000,Books,1,4,2023
CUST1529,Sara Gaber,78,F,sara.gaber@hotmail.com,880.22,2023-08-21 00:00:00.000000,Books,4,8,2023
CUST1530,Ahmed Hassan,64,M,ahmed.hassan@hotmail.com,894.06,2023-06-18 00:00:00.000000,Unkwon,5,6,2023
CUST1531,Lina Ibrahim,85,F,lina.ibrahim@gmail.com,302.7,2025-07-03 00:00:00.000000,Clothing,10,7,2025
CUST1532,Fatma Ibrahim,64,F,fatma.ibrahim@gmail.com,136.42,2024-08-22 00:00:00.000000,Unkwon,1,8,2024
CUST1533,Lina Gaber,64,F,lina.gaber@hotmail.com,498.06,2025-07-23 00:00:00.000000,Books,3,7,2025
CUST1534,Lina Ibrahim,56,M,lina.ibrahim@gmail.com,480.31,2024-03-06 00:00:00.000000,Electronics,4,3,2024
CUST1535,Lina Ali,46,F,lina.ali@gmail.com,741.91,2022-12-29 00:00:00.000000,Electronics,10,12,2022
CUST1536,Ahmed Mahmoud,67,M,ahmed.mahmoud@hotmail.com,103.05,2025-01-13 00:00:00.000000,Clothing,2,1,2025
CUST1537,Fatma Smith,64,M,fatma.smith@yahoo.com,784.25,2024-06-22 00:00:00.000000,Clothing,2,6,2024
CUST1538,Ali Hassan,64,M,ali.hassan@hotmail.com,754.93,2024-09-11 00:00:00.000000,Unkwon,1,9,2024
CUST1539,Ahmed Mahmoud,64,M,ahmed.mahmoud@yahoo.com,846.35,2024-03-17 04:28:05.570131,Home,2,3,2024
CUST1540,John Gaber,77,M,john.gaber@gmail.com,921.28,2023-12-25 00:00:00.000000,Electronics,3,12,2023
CUST1541,Lina Ibrahim,64,M,lina.ibrahim@yahoo.com,155.98,2025-03-03 00:00:00.000000,Toys,10,3,2025
CUST1542,Alaa Smith,64,M,alaa.smith@yahoo.com,85.3,2025-02-23 00:00:00.000000,Home,5,2,2025
CUST1543,Sara Ibrahim,64,F,sara.ibrahim@gmail.com,29.38,2023-09-30 00:00:00.000000,Electronics,5,9,2023
CUST1544,Ahmed Ibrahim,64,M,ahmed.ibrahim@yahoo.com,120.0,2023-01-17 00:00:00.000000,Books,10,1,2023
CUST1545,Sara Mahmoud,64,M,sara.mahmoud@yahoo.com,881.42,2025-07-09 00:00:00.000000,Clothing,3,7,2025
CUST1546,John Ali,64,M,john.ali@gmail.com,183.48,2024-01-06 00:00:00.000000,Home,3,1,2024
CUST1547,Alaa Smith,64,M,alaa.smith@hotmail.com,853.06,2024-07-04 00:00:00.000000,Unkwon,1,7,2024
CUST1548,Alaa Gaber,64,M,alaa.gaber@yahoo.com,556.95,2023-01-31 00:00:00.000000,Electronics,10,1,2023
CUST1549,Lina Ali,64,F,lina.ali@hotmail.com,793.73,2022-11-18 00:00:00.000000,Toys,1,11,2022
CUST1550,Fatma Hassan,64,F,fatma.hassan@gmail.com,893.87,2023-07-03 00:00:00.000000,Clothing,5,7,2023
CUST1551,Alaa Mahmoud,72,M,alaa.mahmoud@yahoo.com,23.46,2025-02-13 00:00:00.000000,Unkwon,10,2,2025
CUST1552,Fatma Gaber,64,F,fatma.gaber@yahoo.com,432.89,2023-02-17 00:00:00.000000,Electronics,2,2,2023
CUST1553,Sara Ibrahim,64,F,sara.ibrahim@hotmail.com,859.53,2025-01-13 00:00:00.000000,Books,3,1,2025
CUST1554,Sara Gaber,57,F,sara.gaber@hotmail.com,502.53,2025-06-21 00:00:00.000000,Unkwon,3,6,2025
CUST1555,Sara Smith,64,M,sara.smith@gmail.com,116.19,2023-02-11 00:00:00.000000,Unkwon,1,2,2023
CUST1556,John Mahmoud,64,M,john.mahmoud@hotmail.com,237.03,2023-05-22 00:00:00.000000,Books,5,5,2023
CUST1557,Alaa Ali,64,M,alaa.ali@hotmail.com,430.51,2024-03-17 04:28:05.570131,Home,2,3,2024
CUST1558,Alaa Gaber,64,F,alaa.gaber@gmail.com,907.02,2024-11-13 00:00:00.000000,Electronics,4,11,2024
CUST1559,Ali Ibrahim,56,M,ali.ibrahim@yahoo.com,279.27,2024-08-19 00:00:00.000000,Electronics,3,8,2024
CUST1560,Alaa Ibrahim,64,M,alaa.ibrahim@yahoo.com,861.41,2023-05-25 00:00:00.000000,Unkwon,1,5,2023
CUST1561,Fatma Mahmoud,64,M,fatma.mahmoud@gmail.com,220.77,2023-03-31 00:00:00.000000,Books,10,3,2023
CUST1562,Lina Hassan,64,F,lina.hassan@gmail.com,817.83,2024-10-17 00:00:00.000000,Clothing,10,10,2024
CUST1563,John Ibrahim,64,M,john.ibrahim@hotmail.com,942.39,2024-03-26 00:00:00.000000,Toys,3,3,2024
CUST1564,Sara Ibrahim,64,F,sara.ibrahim@hotmail.com,410.69,2025-05-31 00:00:00.000000,Electronics,10,5,2025
CUST1565,Lina Smith,64,M,lina.smith@yahoo.com,149.73,2023-02-01 00:00:00.000000,Toys,2,2,2023
CUST1566,Mark Smith,49,M,mark.smith@gmail.com,105.86,2024-09-01 00:00:00.000000,Books,5,9,2024
CUST1567,Ahmed Hassan,64,M,ahmed.hassan@yahoo.com,891.41,2023-10-13 00:00:00.000000,Clothing,3,10,2023
CUST1568,Ahmed Ibrahim,64,M,ahmed.ibrahim@yahoo.com,299.36,2025-03-10 00:00:00.000000,Unkwon,3,3,2025
CUST1569,Ali Ibrahim,64,M,ali.ibrahim@gmail.com,73.05,2023-06-20 00:00:00.000000,Books,10,6,2023
CUST1570,John Ibrahim,48,F,john.ibrahim@hotmail.com,68.41,2024-03-08 00:00:00.000000,Toys,3,3,2024
CUST1571,Alaa Ali,66,M,alaa.ali@yahoo.com,987.4,2025-05-02 00:00:00.000000,Electronics,3,5,2025
CUST1572,Lina Gaber,45,M,lina.gaber@gmail.com,543.1,2023-01-11 00:00:00.000000,Electronics,10,1,2023
CUST1573,Sara Hassan,64,F,sara.hassan@gmail.com,345.42,2025-04-05 00:00:00.000000,Unkwon,10,4,2025
CUST1574,Alaa Hassan,64,M,alaa.hassan@gmail.com,64.47,2023-09-22 00:00:00.000000,Books,5,9,2023
CUST1575,John Mahmoud,64,F,john.mahmoud@gmail.com,820.32,2025-03-24 00:00:00.000000,Books,1,3,2025
CUST1576,Alaa Smith,64,M,alaa.smith@hotmail.com,687.85,2023-12-03 00:00:00.000000,Books,1,12,2023
CUST1577,Mark Ibrahim,64,F,mark.ibrahim@gmail.com,449.64,2024-05-01 00:00:00.000000,Clothing,5,5,2024
CUST1578,Ali Smith,64,M,ali.smith@gmail.com,509.4188823816496,2024-03-17 04:28:05.570131,Unkwon,5,3,2024
CUST1579,Ahmed Ali,64,M,ahmed.ali@yahoo.com,311.98,2024-12-26 00:00:00.000000,Home,2,12,2024
CUST1580,Ali Hassan,64,M,ali.hassan@hotmail.com,183.34,2024-02-13 00:00:00.000000,Toys,10,2,2024
CUST1581,Alaa Hassan,64,F,alaa.hassan@gmail.com,148.41,2025-03-23 00:00:00.000000,Unkwon,3,3,2025
CUST1582,Alaa Ali,38,F,alaa.ali@yahoo.com,509.4188823816496,2025-05-14 00:00:00.000000,Unkwon,1,5,2025
CUST1583,Sara Hassan,64,F,sara.hassan@gmail.com,549.44,2023-12-18 00:00:00.000000,Clothing,5,12,2023
CUST1584,Fatma Ali,64,M,fatma.ali@gmail.com,545.1,2024-10-02 00:00:00.000000,Unkwon,4,10,2024
CUST1585,Lina Mahmoud,64,F,lina.mahmoud@gmail.com,147.78,2025-04-01 00:00:00.000000,Home,4,4,2025
CUST1586,Ahmed Smith,64,F,ahmed.smith@hotmail.com,563.77,2023-05-25 00:00:00.000000,Unkwon,2,5,2023
CUST1587,John Ali,64,M,john.ali@yahoo.com,843.11,2024-11-24 00:00:00.000000,Home,3,11,2024
CUST1588,Alaa Smith,90,F,alaa.smith@gmail.com,650.91,2023-08-25 00:00:00.000000,Home,5,8,2023
CUST1589,Ali Ali,64,M,ali.ali@gmail.com,790.08,2025-03-18 00:00:00.000000,Home,1,3,2025
CUST1590,Alaa Mahmoud,64,M,alaa.mahmoud@hotmail.com,785.97,2024-12-09 00:00:00.000000,Unkwon,1,12,2024
CUST1591,Alaa Smith,64,M,alaa.smith@yahoo.com,125.98,2022-11-22 00:00:00.000000,Clothing,4,11,2022
CUST1592,John Mahmoud,64,M,john.mahmoud@hotmail.com,190.64,2025-01-15 00:00:00.000000,Unkwon,3,1,2025
CUST1593,Sara Hassan,64,M,sara.hassan@gmail.com,250.25,2025-03-14 00:00:00.000000,Home,3,3,2025
CUST1594,John Ibrahim,64,M,john.ibrahim@hotmail.com,509.4188823816496,2023-04-22 00:00:00.000000,Clothing,5,4,2023
CUST1595,Lina Mahmoud,77,M,lina.mahmoud@yahoo.com,667.95,2025-03-05 00:00:00.000000,Clothing,4,3,2025
CUST1596,Sara Ibrahim,64,M,sara.ibrahim@gmail.com,734.3,2024-05-22 00:00:00.000000,Unkwon,5,5,2024
CUST1597,Ali Hassan,64,F,ali.hassan@hotmail.com,51.87,2024-07-15 00:00:00.000000,Toys,3,7,2024
CUST1598,Mark Ibrahim,64,M,mark.ibrahim@yahoo.com,984.22,2024-03-17 04:28:05.570131,Electronics,4,3,2024
CUST1599,Fatma Smith,64,F,fatma.smith@yahoo.com,467.98,2023-01-10 00:00:00.000000,Books,1,1,2023
CUST1600,Lina Hassan,64,M,lina.hassan@gmail.com,884.44,2025-03-06 00:00:00.000000,Home,5,3,2025
CUST1601,Fatma Ali,54,M,fatma.ali@gmail.com,820.41,2024-07-28 00:00:00.000000,Unkwon,5,7,2024
CUST1602,Alaa Gaber,64,M,alaa.gaber@yahoo.com,259.04,2023-01-07 00:00:00.000000,Electronics,1,1,2023
CUST1603,Fatma Ibrahim,64,M,fatma.ibrahim@yahoo.com,894.83,2024-09-17 00:00:00.000000,Toys,4,9,2024
CUST1604,Ali Mahmoud,64,M,ali.mahmoud@yahoo.com,872.56,2024-02-06 00:00:00.000000,Unkwon,1,2,2024
CUST1605,Lina Ali,80,F,lina.ali@hotmail.com,789.42,2024-08-13 00:00:00.000000,Unkwon,3,8,2024
CUST1606,John Smith,64,F,john.smith@gmail.com,346.18,2024-10-01 00:00:00.000000,Clothing,3,10,2024
CUST1607,Lina Ali,64,F,lina.ali@yahoo.com,316.66,2024-09-27 00:00:00.000000,Electronics,2,9,2024
CUST1608,Ahmed Ibrahim,74,F,ahmed.ibrahim@hotmail.com,931.21,2024-07-30 00:00:00.000000,Unkwon,4,7,2024
CUST1609,Fatma Ali,79,F,fatma.ali@hotmail.com,783.2,2024-07-07 00:00:00.000000,Books,1,7,2024
CUST1610,Ali Smith,64,M,ali.smith@hotmail.com,69.35,2022-12-17 00:00:00.000000,Books,2,12,2022
CUST1611,Fatma Hassan,39,M,fatma.hassan@hotmail.com,339.74,2024-04-28 00:00:00.000000,Unkwon,4,4,2024
CUST1612,Lina Ibrahim,64,M,lina.ibrahim@gmail.com,215.4,2025-01-01 00:00:00.000000,Home,2,1,2025
CUST1613,John Smith,64,F,john.smith@gmail.com,581.83,2024-09-23 00:00:00.000000,Toys,2,9,2024
CUST1614,Sara Ali,64,M,sara.ali@yahoo.com,572.71,2023-01-29 00:00:00.000000,Toys,2,1,2023
CUST1615,Ali Smith,64,F,ali.smith@yahoo.com,679.96,2024-08-21 00:00:00.000000,Toys,2,8,2024
CUST1616,John Ibrahim,64,M,john.ibrahim@yahoo.com,543.87,2023-11-23 00:00:00.000000,Unkwon,2,11,2023
CUST1617,Sara Hassan,64,F,sara.hassan@hotmail.com,746.9,2024-03-17 04:28:05.570131,Unkwon,4,3,2024
CUST1618,Alaa Gaber,64,M,alaa.gaber@hotmail.com,456.41,2024-10-16 00:00:00.000000,Unkwon,3,10,2024
CUST1619,Lina Gaber,64,F,lina.gaber@gmail.com,509.4188823816496,2022-12-21 00:00:00.000000,Electronics,1,12,2022
CUST1620,Alaa Smith,64,F,alaa.smith@hotmail.com,213.04,2024-03-17 04:28:05.570131,Toys,1,3,2024
CUST1621,Fatma Hassan,64,M,fatma.hassan@hotmail.com,37.22,2024-02-18 00:00:00.000000,Books,3,2,2024
CUST1622,Sara Hassan,64,M,sara.hassan@yahoo.com,270.64,2024-06-23 00:00:00.000000,Unkwon,2,6,2024
CUST1623,Alaa Smith,21,F,alaa.smith@yahoo.com,706.71,2025-05-07 00:00:00.000000,Electronics,5,5,2025
CUST1624,Mark Mahmoud,64,F,mark.mahmoud@gmail.com,222.07,2024-04-11 00:00:00.000000,Books,4,4,2024
CUST1625,Fatma Ibrahim,64,F,fatma.ibrahim@hotmail.com,318.73,2024-02-21 00:00:00.000000,Unkwon,5,2,2024
CUST1626,Ahmed Ali,64,M,ahmed.ali@yahoo.com,175.15,2025-02-10 00:00:00.000000,Home,2,2,2025
CUST1627,Ali Smith,22,F,ali.smith@gmail.com,704.24,2022-11-03 00:00:00.000000,Books,4,11,2022
CUST1628,Ahmed Ibrahim,64,M,ahmed.ibrahim@hotmail.com,580.16,2023-05-24 00:00:00.000000,Books,2,5,2023
CUST1629,Sara Hassan,43,F,sara.hassan@yahoo.com,394.89,2022-11-18 00:00:00.000000,Books,3,11,2022
CUST1630,Sara Smith,64,M,sara.smith@yahoo.com,724.41,2023-06-12 00:00:00.000000,Clothing,2,6,2023
CUST1631,Lina Mahmoud,18,F,lina.mahmoud@gmail.com,998.16,2023-10-09 00:00:00.000000,Books,5,10,2023
CUST1632,John Ibrahim,64,M,john.ibrahim@yahoo.com,352.96,2023-10-04 00:00:00.000000,Clothing,2,10,2023
CUST1633,Sara Gaber,64,M,sara.gaber@hotmail.com,576.84,2024-01-16 00:00:00.000000,Clothing,4,1,2024
CUST1634,John Hassan,64,M,john.hassan@hotmail.com,389.59,2024-01-10 00:00:00.000000,Unkwon,10,1,2024
CUST1635,Ali Smith,64,F,ali.smith@yahoo.com,553.52,2024-06-26 00:00:00.000000,Toys,1,6,2024
CUST1636,Ahmed Ibrahim,64,M,ahmed.ibrahim@gmail.com,474.8,2025-03-21 00:00:00.000000,Home,2,3,2025
CUST1637,Sara Smith,64,F,sara.smith@gmail.com,451.41,2023-02-13 00:00:00.000000,Unkwon,10,2,2023
CUST1638,Ahmed Ali,32,F,ahmed.ali@yahoo.com,817.01,2023-12-04 00:00:00.000000,Home,3,12,2023
CUST1639,Mark Hassan,64,F,mark.hassan@gmail.com,465.11,2023-10-07 00:00:00.000000,Electronics,5,10,2023
CUST1640,Alaa Smith,37,M,alaa.smith@yahoo.com,654.18,2023-03-10 00:00:00.000000,Unkwon,3,3,2023
CUST1641,Ahmed Ibrahim,68,F,ahmed.ibrahim@gmail.com,766.77,2024-03-23 00:00:00.000000,Unkwon,4,3,2024
CUST1642,Mark Hassan,64,M,mark.hassan@yahoo.com,911.05,2024-10-17 00:00:00.000000,Toys,5,10,2024
CUST1643,Sara Ali,88,F,sara.ali@hotmail.com,722.13,2022-12-05 00:00:00.000000,Unkwon,10,12,2022
CUST1644,John Ali,64,M,john.ali@gmail.com,670.35,2024-09-01 00:00:00.000000,Toys,10,9,2024
CUST1645,Ali Mahmoud,64,M,ali.mahmoud@yahoo.com,580.94,2024-09-24 00:00:00.000000,Unkwon,10,9,2024
CUST1646,Ahmed Smith,64,M,ahmed.smith@yahoo.com,690.67,2023-08-26 00:00:00.000000,Home,4,8,2023
CUST1647,Ali Ibrahim,64,F,ali.ibrahim@hotmail.com,282.13,2023-03-26 00:00:00.000000,Clothing,5,3,2023
CUST1648,Mark Gaber,64,M,mark.gaber@gmail.com,568.45,2024-09-20 00:00:00.000000,Unkwon,2,9,2024
CUST1649,Fatma Smith,64,M,fatma.smith@gmail.com,207.91,2025-03-25 00:00:00.000000,Unkwon,2,3,2025
CUST1650,Lina Ibrahim,64,M,lina.ibrahim@hotmail.com,304.37,2023-05-26 00:00:00.000000,Unkwon,5,5,2023
CUST1651,Mark Mahmoud,64,F,mark.mahmoud@hotmail.com,145.39,2022-11-29 00:00:00.000000,Unkwon,2,11,2022
CUST1652,Sara Hassan,64,F,sara.hassan@yahoo.com,297.5,2023-10-20 00:00:00.000000,Unkwon,4,10,2023
CUST1653,Sara Gaber,64,M,sara.gaber@gmail.com,243.64,2022-11-22 00:00:00.000000,Books,1,11,2022
CUST1654,Sara Gaber,64,M,sara.gaber@hotmail.com,118.97,2024-07-19 00:00:00.000000,Electronics,10,7,2024
CUST1655,Sara Smith,89,M,sara.smith@gmail.com,465.8,2023-09-09 00:00:00.000000,Clothing,3,9,2023
CUST1656,Fatma Gaber,64,F,fatma.gaber@yahoo.com,340.6,2024-05-04 00:00:00.000000,Unkwon,2,5,2024
CUST1657,Ali Ali,35,F,ali.ali@gmail.com,125.83,2024-10-16 00:00:00.000000,Unkwon,3,10,2024
CUST1658,Fatma Hassan,64,M,fatma.hassan@hotmail.com,496.34,2025-07-14 00:00:00.000000,Electronics,10,7,2025
CUST1659,Sara Ali,64,F,sara.ali@yahoo.com,503.31,2024-02-03 00:00:00.000000,Books,10,2,2024
CUST1660,Ahmed Smith,64,F,ahmed.smith@gmail.com,591.98,2025-01-14 00:00:00.000000,Toys,2,1,2025
CUST1661,John Smith,64,M,john.smith@gmail.com,705.61,2023-01-29 00:00:00.000000,Home,10,1,2023
CUST1662,Ali Hassan,64,F,ali.hassan@hotmail.com,873.12,2025-06-23 00:00:00.000000,Electronics,5,6,2025
CUST1663,Ahmed Hassan,64,M,ahmed.hassan@hotmail.com,509.4188823816496,2024-12-23 00:00:00.000000,Unkwon,5,12,2024
CUST1664,Fatma Smith,64,F,fatma.smith@gmail.com,197.44,2025-06-25 00:00:00.000000,Unkwon,1,6,2025
CUST1665,Sara Gaber,64,M,sara.gaber@gmail.com,338.65,2024-03-17 04:28:05.570131,Unkwon,5,3,2024
CUST1666,Ali Gaber,71,F,ali.gaber@yahoo.com,597.31,2024-08-08 00:00:00.000000,Home,3,8,2024
CUST1667,Ali Ibrahim,64,M,ali.ibrahim@hotmail.com,413.17,2023-06-24 00:00:00.000000,Clothing,2,6,2023
CUST1668,John Smith,68,M,john.smith@gmail.com,314.68,2022-12-21 00:00:00.000000,Toys,10,12,2022
CUST1669,John Gaber,64,F,john.gaber@yahoo.com,218.72,2022-12-26 00:00:00.000000,Unkwon,3,12,2022
CUST1670,Mark Hassan,37,F,mark.hassan@hotmail.com,409.97,2023-04-27 00:00:00.000000,Toys,10,4,2023
CUST1671,Alaa Smith,38,M,alaa.smith@yahoo.com,372.73,2025-03-22 00:00:00.000000,Books,5,3,2025
CUST1672,Fatma Gaber,64,M,fatma.gaber@yahoo.com,572.33,2024-04-04 00:00:00.000000,Electronics,10,4,2024
CUST1673,Mark Hassan,34,F,mark.hassan@yahoo.com,48.81,2024-08-11 00:00:00.000000,Books,4,8,2024
CUST1674,Sara Gaber,64,F,sara.gaber@hotmail.com,740.1,2024-05-04 00:00:00.000000,Clothing,2,5,2024
CUST1675,Ahmed Hassan,32,F,ahmed.hassan@hotmail.com,949.78,2024-09-03 00:00:00.000000,Home,10,9,2024
CUST1676,Mark Ali,64,M,mark.ali@gmail.com,842.36,2024-05-12 00:00:00.000000,Home,10,5,2024
CUST1677,Sara Hassan,64,M,sara.hassan@gmail.com,793.81,2022-12-31 00:00:00.000000,Unkwon,3,12,2022
CUST1678,Fatma Ali,31,M,fatma.ali@hotmail.com,513.63,2024-01-09 00:00:00.000000,Clothing,1,1,2024
CUST1679,Mark Hassan,64,F,mark.hassan@gmail.com,26.49,2023-12-14 00:00:00.000000,Books,3,12,2023
CUST1680,Lina Gaber,64,M,lina.gaber@hotmail.com,759.1,2024-04-22 00:00:00.000000,Books,10,4,2024
CUST1681,Mark Ibrahim,64,M,mark.ibrahim@gmail.com,857.36,2025-07-07 00:00:00.000000,Electronics,2,7,2025
CUST1682,Sara Smith,64,M,sara.smith@yahoo.com,555.03,2025-06-09 00:00:00.000000,Unkwon,5,6,2025
CUST1683,Mark Ali,57,M,mark.ali@gmail.com,443.63,2023-06-27 00:00:00.000000,Toys,1,6,2023
CUST1684,Sara Mahmoud,64,M,sara.mahmoud@hotmail.com,899.15,2024-03-28 00:00:00.000000,Unkwon,5,3,2024
CUST1685,Lina Ali,64,M,lina.ali@hotmail.com,928.77,2025-06-21 00:00:00.000000,Books,4,6,2025
CUST1686,Ahmed Ibrahim,64,M,ahmed.ibrahim@yahoo.com,42.66,2023-03-26 00:00:00.000000,Electronics,10,3,2023
CUST1687,Alaa Ibrahim,64,F,alaa.ibrahim@yahoo.com,999.56,2025-05-16 00:00:00.000000,Electronics,1,5,2025
CUST1688,Sara Gaber,64,F,sara.gaber@hotmail.com,796.83,2023-12-30 00:00:00.000000,Clothing,3,12,2023
CUST1689,Sara Gaber,64,M,sara.gaber@yahoo.com,56.7,2024-12-03 00:00:00.000000,Clothing,3,12,2024
CUST1690,Lina Hassan,64,M,lina.hassan@gmail.com,737.59,2023-04-25 00:00:00.000000,Toys,1,4,2023
CUST1691,Mark Mahmoud,64,F,mark.mahmoud@hotmail.com,601.36,2025-01-12 00:00:00.000000,Unkwon,1,1,2025
CUST1692,Ahmed Smith,64,M,ahmed.smith@gmail.com,587.8,2023-08-07 00:00:00.000000,Home,1,8,2023
CUST1693,Mark Smith,64,M,mark.smith@yahoo.com,172.89,2023-10-31 00:00:00.000000,Unkwon,4,10,2023
CUST1694,John Ali,64,F,john.ali@yahoo.com,250.47,2024-02-05 00:00:00.000000,Unkwon,5,2,2024
CUST1695,Ahmed Smith,64,F,ahmed.smith@hotmail.com,340.8,2024-09-19 00:00:00.000000,Home,5,9,2024
CUST1696,Lina Ibrahim,21,M,lina.ibrahim@hotmail.com,393.94,2025-07-08 00:00:00.000000,Home,5,7,2025
CUST1697,Ali Hassan,64,F,ali.hassan@hotmail.com,828.37,2023-09-20 00:00:00.000000,Unkwon,5,9,2023
CUST1698,Alaa Hassan,57,F,alaa.hassan@gmail.com,419.65,2024-12-17 00:00:00.000000,Books,10,12,2024
CUST1699,Ahmed Ali,65,F,ahmed.ali@gmail.com,182.4,2024-03-17 04:28:05.570131,Electronics,2,3,2024
CUST1700,Ahmed Mahmoud,58,M,ahmed.mahmoud@hotmail.com,730.53,2023-11-05 00:00:00.000000,Unkwon,10,11,2023
CUST1701,Sara Ali,64,F,sara.ali@yahoo.com,272.75,2024-03-17 04:28:05.570131,Electronics,4,3,2024
